student_star,comments
5,Mr. Potter is very good teacher. You do have to study  but he cares. He knows the material and will give you extra help if you want.
5,He is a great and knowledgeable professor. All the bad comments are from students who are just lazy and are trying to get a good grade without putting any effort.
5,He is very smart  very knowledgeable and easy with the homework. And he was generous when it came down to curving test grades.
5,I'm not sure why he has a 3.5 when he deserves a 5.0. He's a wonderful professor and as long as you do the work .
5,You would not waste your time on his class. I wanted to become a better writer. I learned a lot from his class.
5,He is very funny. I would take him again.
5,Best English professor ever  Very thoughtful. An easy A. Take this class if you want become a better writer.
5,I really appreciate him opening the new door for me. I think it was decent amount of homework. I learned a lot from him. It was a little hard to catch up in his class and the assignments at first but his lecture/feedback always makes sense and logical. He spared a lot of his time every time I asked questions. I would take his class again.
1,DO NOT TAKE THIS CLASS. Every single review on here is completely accurate. If you do not want this class to be your life  DO NOT TAKE. He is rude  condescending  and you do not learn in his class. His lectures do not pertain to the content. He assigns excess reading that is never covered. He also has very basic  if that  communication skills.
3,Lectures well  but has a tendency to go off on tangents and can come off condescending at times. He takes forever to grade assignments  and grades as if you're a professional. His instructions are fairly clear  but the course is rigorous  and if you don't have time to sit down and plan essays out you'll be lucky to get out with a B.
1,He constantly goes off on tangents that don't connect with the lesson. If you miss one class might as well not show up for the rest of the semester.
2,Grades papers like you are a professional. All of my papers I never got better than a C grade on. He rambles on things that do not have anything to do with the work. I WOULD NOT TAKE HIM AGAIN.
1,If I had known how difficult Potter was beforehand  I wouldn't have taken his class. He took forever to reply to emails  and when he did  he was rude and short with me. He took forever to grade papers  so you basically don't know where you stand in the class all semester. He graded very harshly on papers  and makes you feel stupid.
1,This guy doesn't give any feedback related to the writing process. Although I had my paper proofread by writing labs  he nailed me because he didn't like my MLA format and what I had to say. The MLA was checked by professionals and my views are simply that  my views. Gives incompletes if you don't label exactly how he said regardless writing
